id_cl,id_us,label
403297,638374,1
192511,88622,1
333472,734077,1
9813,999592,1
168648,435064,1
244953,884912,1
334064,67567,1
204491,192300,1
250370,65437,1
339149,7404,1
398012,807706,1
266758,516540,1
336267,494952,1
193546,253096,1
277218,54960,1
85763,7459,1
415380,79832,1
328383,586246,1
263934,8937,1
133425,188604,1
251037,365158,1
171637,955351,1
328670,586125,1
274834,366,1
229243,158791,1
236155,50637,1
253384,385614,1
198728,186179,1
